address,amount
0xa9e244bacf3eb0de750b9d0d2e1930e56ccb71f3,2145.9508351783625
0x26fcbd3afebbe28d0a8684f790c48368d21665b5,1151.1805257649878
0xfdde7ad56320b9cc691ad319a8fec2c8d6b993e6,1132.080413355974
0x1d12d09793daf5eb834c8d29eb6a039c32b73813,853.3641235041146
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,848.9890669818722
0xc2adf6ff59518a4d46badd385bbbe247e8ee86ff,620.4326769131465
0xff06a2653364c0d03ddedc7317ba6a8a4ce57c90,612.971805646271
0xe2e4f2a725e42d0f0ef6291f46c430f963482001,417.6537269898938
0x95eec544a7cf2e6a65a71039d58823f4564a6319,368.4725354589337
0xd21f16239ea1b99008f8e9f425c54ae7927d8151,342.23117096451335
0x0ea4a285e1353f490ec7f473ab3174cac71cf79a,309.3321349445807
0x25953c127efd1e15f4d2be82b753d49b12d626d7,309.2489974148201
0xfb8aeceb6a63c595b01c728e362ea1bc0f8a5ab3,289.3449088276757
0x2b99d34a2d45cfbf5b9d5d7595f28fd786ae61c7,289.2255898034839
0x1991059f78026d50739100d5eeda2723f8d9dd52,267.85694623100926
0xe107a20ce3836329a3c310e9a2da812cfb177f72,225.56419968086317
0xfadafce89ea2221fa33005640acf2c923312f2b9,214.94687566138742
0xb90bb05c5bfa9e73f99605bb6c14d8e956a768f3,189.2177420513332
0x6c0cf880cb20eefabfb09341fba9e2bd29ad3dfa,166.17820723656334
0xe52e028f0d8f2e7a9d78e48199234b1231774e6a,153.45279803845557
0xc255e0a1be0a4b7b8bf5ebe8d0aba162cf75bae2,150.03211763306535
0x056c957c5875c3badc4a73526806a644a35ce50d,139.31431150729438
0xe59ca38ffa335c3983d8c9221f225845b5d93671,125.54996274534969
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,123.64584835532844
0xe9920c2bdd13dfead70e4b4721d34f710cbb8cdb,123.05033506091657
0xeae2faf973ac080625e53af28159419d2fef152c,115.09421280467005
0x26a22514d3ac0b05e2f4f04df96ef302ba434cbe,103.81401093377838
0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,102.47873127483862
0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,98.79615885307057
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,97.12675511452494
0x6b3a756407a013453524831bb7174c54c43a5c3c,95.46036948784418
0x5595f9e14a9a3b957d08e904939aa351e265c157,93.48160695737383
0x736dde3e0f5c588ddc53ad7f0f65667c0cca2801,93.42500447511325
0xc64ef1c4c8f417657c6e20b367a6bb4ac4fcb6d3,92.63353451700782
0x1da722cfa8b0dfda57cf8d787689039c7a63f049,84.2645059909259
0x4e65175f05b4140a0747c29cce997cd4bb7190d4,84.07932969807342
0xcae1b304a284c700d93c861ceebce054d837dbf3,80.4593589559557
0xd2bc4e7ecfa4ec39069623854cd114dcd8771b84,77.96571496374483
0x3203b5c32f09317aabcbd5ad1c7b11945a931c01,71.19506032164804
0x78f87cc02fa8a0ac98fbf66cebfb27260ecee60b,68.40916717974912
0x12cfb1db767fea232fe925c557bed1a80e027be9,68.19457448310918
0xa9673927d1c8b042467593010ee30fd148a56ad3,66.76555380651862
0x75d6359b67a0d45ecc8f3b552a58abfbfd2b57f0,62.0352178921081
0x8196a1a75fe0d179521df3d54b087605270fb5b0,58.88173220836117
0xea1feb9a9a006a7fc253c6ca87349be0da072f25,57.06320156736716
0xbfb496acb99299e9ece84b3fd1b3fdd0f6cddf49,54.97147477459597
0x87e32d4631d728d6ad7ebcd133b11febc9da9b93,51.61688595195774
0xadc68fb9809206c88e4f871c14b904b25ae5e301,50.59344169433766
0x4e3f9fe856cf1d909ca2521b18ec5ae310d514a7,49.526283655954565
0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,48.474900264886074
0x53fe88ceb39f23db1fcd4d6beb55965f6ac1764f,47.89157316384251
0x68bdeff9aca67da30ad7e78feacb3685a5c0863f,46.95332651455817
0x8f01ce31da22ee7182200428b36b5dec5bfdaebd,46.518296603439545
0xdc5bb4f6126a5ed7d99af7e56387db717c1042bd,45.52584302027391
0x193c2b29205995dd392196a0ef10f9464f0dae18,45.159672860472
0xa4aaaf352d2b9efc06def2bcb0817083c05ba40b,43.62365251143648
0xf8deccaf8f60a0f64af61da2a87fd2c6c07426f8,43.5828255447799
0x0b0e1670e2a5cfb56898760403c912402c9e597a,41.73650654258628
0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,39.19317741950344
0x0ece7c1bfc9543b2cbea8f5577d02e5f59a9f176,38.274896774413264
0xce01c2c115c5f7d8c829e270bdfbd648da6b09b6,37.18944344464484
0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,37.11578565025452
0x1fafb618033fb07d3a99704a47451971976cb586,37.048134619775695
0x3f6c3e956965724e56326eae6809263ff7be14d6,36.75690521394401
0x563732112317145ef0dce0e2d387937764aa1045,36.72691251409076
0xff3fc772434505abff38eecde3c689d4b0254528,35.68484202279019
0xb7d49adb031d6dbdf3e8e28f21c6dd3b6f231cd5,35.541409982303804
0x806388e04b7583a0148451a8ecd29a748b8fd584,33.964539284819104
0x8e76cbc8b63c6e94313e213791f1176fc31df024,33.386961747968485
0xaf297dec752c909092a117a932a8ca4aaaff9795,32.83540944871032
0x7822159ee394d14745cde63a706f965fb73c7ac8,32.81308293781546
0x1d8d739912aae17819618e6e33580284c16785a9,32.61372561876436
0xa4190ad582869ad5aef941e86ac80d7777e25297,32.497236039559276
0x626ea6d1e5ea3fbaba22f5d4005d98e7039d0c99,32.15715437843325
0x495d62f19d10be98b939c2eb99652e2f4cdf9dff,31.637354677560637
0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d,31.237627738082484
0x3a8315e25378ce9fc0d3279b26ec0576de52c0ff,31.134059483247366
0xd50bc8e985f3f878511ef750fb2d14ae8077c6b2,30.969518831763175
0xf0f51f50565c1a4ea9889ba9dfd2afa4defb6d9f,30.41989760808656
0xaebcc707edac413af8782c5bb1a29a6b2d904719,30.393097174139594
0x5edd62aa745203f2362d4ea79edf428a0aab471e,30.255368678508997
0xced29ba48490c51e4348e654c313ac97762beccc,30.2108798254328
0xf0bbfb6b0d222e0d065538546d20302298752446,29.8958714466352
0x999eccea3c4f9219b1b1b42b4830e62c26004b40,29.393239749449737
0xc7512863ad0666ceadc3f964914b1ab8153b7da1,29.072817710407982
0x8046bc2af3556c8657995d5c268195286925c67c,28.642147790370643
