address,amount
0xa9e244bacf3eb0de750b9d0d2e1930e56ccb71f3,3431.182537116387
0x46821532292560e52a082fe1276b1a9f3c0c8185,2780.568029671685
0xfdde7ad56320b9cc691ad319a8fec2c8d6b993e6,1910.5213547809733
0x26fcbd3afebbe28d0a8684f790c48368d21665b5,1841.6078539639768
0x1d12d09793daf5eb834c8d29eb6a039c32b73813,1363.4745273437834
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,1030.50550964035
0xc2adf6ff59518a4d46badd385bbbe247e8ee86ff,992.2816905224471
0xff06a2653364c0d03ddedc7317ba6a8a4ce57c90,981.2473478794209
0xf53e5994e0f827364d5b198cad33d0651ee99151,756.1973302449135
0xe2e4f2a725e42d0f0ef6291f46c430f963482001,667.994470741408
0xd21f16239ea1b99008f8e9f425c54ae7927d8151,550.9867740481976
0x0ea4a285e1353f490ec7f473ab3174cac71cf79a,494.73138727992284
0x25953c127efd1e15f4d2be82b753d49b12d626d7,494.45379521606316
0x2b99d34a2d45cfbf5b9d5d7595f28fd786ae61c7,477.80591610596565
0xfb8aeceb6a63c595b01c728e362ea1bc0f8a5ab3,461.48200654757136
0x1991059f78026d50739100d5eeda2723f8d9dd52,427.8163000876817
0x95eec544a7cf2e6a65a71039d58823f4564a6319,365.3993761788425
0xe107a20ce3836329a3c310e9a2da812cfb177f72,360.6860590861258
0x3cbe654df532c6b7e8dd6428617df7359d468e99,344.95972552448245
0xfadafce89ea2221fa33005640acf2c923312f2b9,344.08308144830715
0xb90bb05c5bfa9e73f99605bb6c14d8e956a768f3,302.8962431843827
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,254.58105646511365
0xe52e028f0d8f2e7a9d78e48199234b1231774e6a,245.64426788043326
0x6c0cf880cb20eefabfb09341fba9e2bd29ad3dfa,242.61969801280523
0xc255e0a1be0a4b7b8bf5ebe8d0aba162cf75bae2,239.63755838704384
0x056c957c5875c3badc4a73526806a644a35ce50d,222.6079142862832
0xaf9dbdcd78987f0bdf1a42a006ca147d5f7ee591,212.51046711899406
0xe59ca38ffa335c3983d8c9221f225845b5d93671,200.97945515392342
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,197.60296543743655
