address,amount
0xa9e244bacf3eb0de750b9d0d2e1930e56ccb71f3,2118.3427672353505
0x26fcbd3afebbe28d0a8684f790c48368d21665b5,1045.9679459210265
0xfdde7ad56320b9cc691ad319a8fec2c8d6b993e6,1028.614945011051
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,829.3709821045292
0x1d12d09793daf5eb834c8d29eb6a039c32b73813,775.8489081842001
0x0b0c67f4ef9abc2323fd6cfc14f79a30c6604efa,566.2282189507921
0xc2adf6ff59518a4d46badd385bbbe247e8ee86ff,563.7287919806121
0xff06a2653364c0d03ddedc7317ba6a8a4ce57c90,556.9490064786347
0xfb8aeceb6a63c595b01c728e362ea1bc0f8a5ab3,461.726586268088
0xe2e4f2a725e42d0f0ef6291f46c430f963482001,379.48218518149844
0x95eec544a7cf2e6a65a71039d58823f4564a6319,334.79598268982164
0xd21f16239ea1b99008f8e9f425c54ae7927d8151,310.9531328778379
0x0ea4a285e1353f490ec7f473ab3174cac71cf79a,281.0602021868014
0x25953c127efd1e15f4d2be82b753d49b12d626d7,280.9848694115895
0x2b99d34a2d45cfbf5b9d5d7595f28fd786ae61c7,263.01699221050865
0x1991059f78026d50739100d5eeda2723f8d9dd52,243.5518235183082
0xe107a20ce3836329a3c310e9a2da812cfb177f72,204.94867676318464
0xfadafce89ea2221fa33005640acf2c923312f2b9,195.30172549965644
0xb90bb05c5bfa9e73f99605bb6c14d8e956a768f3,171.92411592937825
0x6c0cf880cb20eefabfb09341fba9e2bd29ad3dfa,151.11411104701685
0xe52e028f0d8f2e7a9d78e48199234b1231774e6a,139.42792258863568
0xc255e0a1be0a4b7b8bf5ebe8d0aba162cf75bae2,136.31999858206683
0xc64ef1c4c8f417657c6e20b367a6bb4ac4fcb6d3,128.168270171359
0xcf6046fceee250ce41dbe61618af26d7a39b6169,127.96491049941866
0x056c957c5875c3badc4a73526806a644a35ce50d,126.68032533683449
0xe59ca38ffa335c3983d8c9221f225845b5d93671,114.07527754505941
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,112.44296019573702
0xe9920c2bdd13dfead70e4b4721d34f710cbb8cdb,111.80413562239643
0xeae2faf973ac080625e53af28159419d2fef152c,104.57528102991724
0x9a82aa6edbc473a883b8906bf41084c9c1b760f2,97.75140764953355
