address,amount
0xa9e244bacf3eb0de750b9d0d2e1930e56ccb71f3,2424.471341625901
0x46821532292560e52a082fe1276b1a9f3c0c8185,1193.086077440105
0x1d12d09793daf5eb834c8d29eb6a039c32b73813,1054.8822126360212
0xff06a2653364c0d03ddedc7317ba6a8a4ce57c90,1026.9809466528764
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,773.6806619925219
0xc2adf6ff59518a4d46badd385bbbe247e8ee86ff,536.5108670168687
0xe2e4f2a725e42d0f0ef6291f46c430f963482001,516.9277394119064
0x26fcbd3afebbe28d0a8684f790c48368d21665b5,505.2124317239319
0xd21f16239ea1b99008f8e9f425c54ae7927d8151,423.5776531916509
0xf53e5994e0f827364d5b198cad33d0651ee99151,390.22335237487096
0x4077bca630a0fbf4e2f6416fa886ff8d04e79a0d,390.0513632892466
0x2b99d34a2d45cfbf5b9d5d7595f28fd786ae61c7,356.94771707223384
0x1991059f78026d50739100d5eeda2723f8d9dd52,331.0598373166631
0xfb8aeceb6a63c595b01c728e362ea1bc0f8a5ab3,284.90780643191016
0x3cbe654df532c6b7e8dd6428617df7359d468e99,266.95308196712597
0xfadafce89ea2221fa33005640acf2c923312f2b9,266.0385754165236
0xb90bb05c5bfa9e73f99605bb6c14d8e956a768f3,234.19376710629126
0x95eec544a7cf2e6a65a71039d58823f4564a6319,228.59484287012398
0xe107a20ce3836329a3c310e9a2da812cfb177f72,214.09301117758207
0x8a345365097244e553d0c2a5442e5ad9e4182293,210.29034933691975
0xe52e028f0d8f2e7a9d78e48199234b1231774e6a,189.92769100836867
0x056c957c5875c3badc4a73526806a644a35ce50d,172.28941432956492
0xc255e0a1be0a4b7b8bf5ebe8d0aba162cf75bae2,161.89365988562145
0xe59ca38ffa335c3983d8c9221f225845b5d93671,155.3925039831158
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,152.7959369732359
0xeae2faf973ac080625e53af28159419d2fef152c,142.45147932029718
0x6b3a756407a013453524831bb7174c54c43a5c3c,141.44840640960794
0x9a82aa6edbc473a883b8906bf41084c9c1b760f2,134.44105920334994
0xaf9dbdcd78987f0bdf1a42a006ca147d5f7ee591,120.92048670392276
0x5595f9e14a9a3b957d08e904939aa351e265c157,115.7016749653303
0x8f01ce31da22ee7182200428b36b5dec5bfdaebd,115.15071238625673
0x282742940ee0b7ed028bb48052bb4922282234da,114.9495808998204
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,112.10884151172513
0x193c2b29205995dd392196a0ef10f9464f0dae18,110.45712256253626
0x1da722cfa8b0dfda57cf8d787689039c7a63f049,104.29371938077485
0x4e65175f05b4140a0747c29cce997cd4bb7190d4,104.06452769329485
0x6c0cf880cb20eefabfb09341fba9e2bd29ad3dfa,101.26979791550896
0x1fafb618033fb07d3a99704a47451971976cb586,89.43221147933188
0x736dde3e0f5c588ddc53ad7f0f65667c0cca2801,88.3146048642637
0xa9673927d1c8b042467593010ee30fd148a56ad3,82.63536172334432
0x9ef247b506993fb0c5a46011f30f7412a5f2d2c8,78.55114517105908
0x75d6359b67a0d45ecc8f3b552a58abfbfd2b57f0,76.78065076725734
0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,70.18862493445289
0xbfb496acb99299e9ece84b3fd1b3fdd0f6cddf49,68.03789421493005
0xadc68fb9809206c88e4f871c14b904b25ae5e301,62.61922678506013
0x4e3f9fe856cf1d909ca2521b18ec5ae310d514a7,61.29841102580774
0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,61.23820347345337
0x53fe88ceb39f23db1fcd4d6beb55965f6ac1764f,59.27513884424251
0x68bdeff9aca67da30ad7e78feacb3685a5c0863f,58.11387585450815
0xdc5bb4f6126a5ed7d99af7e56387db717c1042bd,56.347087551203984
0xa4aaaf352d2b9efc06def2bcb0817083c05ba40b,53.99275673534626
0xf8deccaf8f60a0f64af61da2a87fd2c6c07426f8,53.86527063959912
0xcae1b304a284c700d93c861ceebce054d837dbf3,53.19170015410153
0xea1feb9a9a006a7fc253c6ca87349be0da072f25,51.61402246056178
0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,48.34162169536099
0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,47.900549294748785
0x0ece7c1bfc9543b2cbea8f5577d02e5f59a9f176,47.37263093844809
0xce01c2c115c5f7d8c829e270bdfbd648da6b09b6,46.029171273616186
0x3f6c3e956965724e56326eae6809263ff7be14d6,45.493821065083225
0xd0d628acf9e985c94a4542cae88e0af7b2378c81,44.48216263637094
0x1d8d739912aae17819618e6e33580284c16785a9,44.2147469130817
0x806388e04b7583a0148451a8ecd29a748b8fd584,42.03772491090513
0x8e76cbc8b63c6e94313e213791f1176fc31df024,41.242107116579504
0x7822159ee394d14745cde63a706f965fb73c7ac8,40.61257374846699
0x339833b965d5e3937e8c0f279a6426dd92150298,39.17893240721084
0x495d62f19d10be98b939c2eb99652e2f4cdf9dff,39.157381294644644
0x0b0e1670e2a5cfb56898760403c912402c9e597a,38.95088724659563
0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d,38.66264136550145
0x3a8315e25378ce9fc0d3279b26ec0576de52c0ff,38.534455578245705
0xf0f51f50565c1a4ea9889ba9dfd2afa4defb6d9f,37.65054132129284
0xaebcc707edac413af8782c5bb1a29a6b2d904719,37.560166740341856
0x5edd62aa745203f2362d4ea79edf428a0aab471e,37.44690476270162
0xced29ba48490c51e4348e654c313ac97762beccc,37.391841151947155
0xf0bbfb6b0d222e0d065538546d20302298752446,37.00195684643446
0x8046bc2af3556c8657995d5c268195286925c67c,35.45023006998077
0x465b357bbac5f6f3bc78669db6980f9eaa21d0c2,34.98871669817346
0x626ea6d1e5ea3fbaba22f5d4005d98e7039d0c99,34.46882878921025
0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,32.23965800743279
0x1a2cfb4e1ed487c94621c4c8cd73889679d09631,30.7669137748455
0xaf297dec752c909092a117a932a8ca4aaaff9795,30.76046985785358
0x815400bf42a37af49f0229b502a15c880ad14ad2,30.400169108073325
0x794783dcfcac8c1944727057a3208d8f8bb91506,30.230934266149337
0x2f486cd2711fed55ecc481a5a0ac62001ebfb16c,30.1282316044214
0xa18a6343c9af008bbc236916a9121bb2048285e8,30.02074501789832
0x5919b3d42bd84e816533c2dd6a7dff7d02303e87,28.699245840818058
0xcba1a275e2d858ecffaf7a87f606f74b719a8a93,27.688902663264123
0x999eccea3c4f9219b1b1b42b4830e62c26004b40,26.7330917454364
0x87e32d4631d728d6ad7ebcd133b11febc9da9b93,25.668500176417243
0xa56ff869a9344a68973a62aa6220957e097de49d,24.802222137138763
0xed3d7456997d9af7d284230b5017b35d140da798,24.36932465116182
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,24.296364443841345
0x4a7fd8f063a6eba78f731f562a5a1e9fbb3313bb,23.43889299900331
0xa88697d2adedecf847713764ab55b629ed7789cc,23.429518821566198
0x5ade40e345817b739b91c6b4615efce87f9d7c57,23.280264835543555
0xe9920c2bdd13dfead70e4b4721d34f710cbb8cdb,23.00057369065179
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,22.501032641880986
0xaabd5fbcb8ad62d4fbbb02a2e9769a9f2ee7e883,21.748854521274883
0xa61b411ca17742099efb723bf9722ddd272b3fe2,21.711587408597428
0x2167e76c32441c4fe1dcbfb1edf0ba2e6d1cd024,21.425275178529226
0x0716266cc5d3c443e30b0c4e9c72afa33778e1de,20.792281273620286
0x99ed04c212dd3929e9063bd78b26ef41858cb62c,19.92852473370271
0xcfaba3994c45aa03e479000300801ae35b39c388,19.669680864685702
0x658e0f8a4644719944655b59201bc0c77af9c002,19.429851793683504
0x09641015fb8b08388a7367b946e634d37dddffaa,19.175121327758117
0x70431e3cb7e1fb9dd0510c1e7ee0d509476047b9,19.142005692444165
0xbb5ad3dee7ae5d840f025a7fdec61857088f8bc1,19.10743824522651
0x9d6e728423f16747289ea285ff66e75440a26cd2,18.476721120366417
0xd4e84e1a4907190e3f9718adfbd1f00b0b9be7d8,17.902956044088892
0xb5faec4293c5cd262850c73d29725afbfcff189e,17.867794146948846
0x6977e753e022f65ebeb170d8267b2ea54a431523,17.751022274131486
0xb5c46131b4d8d13e4c0e476b9a2ea5b43945891e,17.58769923054471
0x99422ba6714ddf2210f4dde38f0ca882caf757d3,17.245188914592514
0x43c5b8015c8bb11752c104a59ca32eb482be9a77,17.237341239112624
0x8369b9defc618e5c7d9649ae523bbe92eea0e39a,17.087188976618926
0xb9ccea572a82d096f0100f46729aea77bd63c454,16.50378849962356
0x737b933a2d2d3b71621546db1823849be94b70e4,16.483692806805387
0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,16.365996327929757
0xb366e2348ca1e6d46d9124e719be8a7cf4b1dc86,15.889275508533892
0xa817f7d66ad1201e3a3c8562b725ea3baba4d40c,15.827251675237658
0x857da7fbd82d03276ccecb44eb25b3c0b3bcf0a7,15.826281625693584
0xc38899d01dc59a92e38cbe5feec9fadd0eb063b9,15.788058818086656
0x9f87fd4314d100097223fe0cfb66132ea67fa730,15.774571621371146
0x9b54264d7502f80163ea949038aad771eae67e38,15.730528132686548
0x1423b6609bd8194ed2a6cfae0c52ad41e68f0821,15.549380112081492
0x9064abe13d219ff7482f1a434eac8a8c8c9bcf30,15.51675245690141
0x70e09792e94b04cdb76abf7aa24781dcb4d37e2e,15.354105154878017
0x6c471deb9af02466f2b6b23ad70890c94f199f80,15.3509295610196
0xd8a7b7b40c115066b745675812e90f4cf25da5ed,15.347036850532175
0x9eec58d76d1b5e661f0180464147f2d3a582691b,15.342878003954755
0xb970c89c27380363626d44f84e2844617e9ff969,15.26833349240542
0x02c9ce7204250085bc0e5416c7dbcbc1b255cf59,15.232672561310636
0x69449f50f833185dd09b5cd0afa6872d4f92d1e1,15.14900488617313
0x886f6ab61294e7650de300e0d026b1408f1e160f,15.018148833550582
0x1b914ff417c8cc7cb0ead818aa8fae08604f0675,14.924459718353846
0x7e3daafeadc9c799048985156e8a00c4bc7cbc66,14.909480486108688
0x9a16809aaa68152c0d40dc90d7ff9970107140b0,14.810254481332615
0x308640f3b0398eacf378c610e82a1b3dc4985692,14.773242297398998
0xb72ed8401892466ea8af528c1af1d0524bc5e105,14.578630262397203
0x575ae079b52b4b4386bc8833fa27b3e42c8ff7ba,14.560815878623924
0xc207ceb0709e1d2b6ff32e17989d4a4d87c91f37,14.5196802356922
0xb297e162f06ccd1cea309cacf591833324e9b190,14.025141578204035
0x5e190617c7cfb30c3c87dd55920e117280d3f8e6,13.960252041846998
0xc7512863ad0666ceadc3f964914b1ab8153b7da1,13.436918257752541
0xd576b5994865c94a0a6449687c2a08e47fd77bb4,13.36567722662809
0x7aa1fed31ff356dba66f551c232b5770442b41aa,13.340974239860769
0x89cff61026f6743b8d25ae9b253582083136b1c4,13.340974239860769
0x2bf863a129cd3faffcfc6e7caa49588d446b2af3,13.324258713349769
0x497277189f1f4db4845c2d28d27f09e41dccafd5,12.730601211737866
